3234,28317
50632,43916
24549,9152
12336,46316
34664,48345
4561,48345
48753,36923
1393,36923
50278,12949
44876,48345
40794,36923
35749,7339
25280,51947
35749,7339
36274,9753
14338,36923
810,25636
810,25636
11792,15864
12130,28854
13117,43110
32491,48345
32491,48345
32491,48345
3385,8963
7414,12640
34406,38024
35123,27565
12338,46603
12338,2231
47654,52329
12338,35303
33887,40164
22391,39926
35761,43110
12767,48345
38500,12949
17814,48345
17814,48345
17814,48345
17814,48345
32055,42770
12767,48345
46880,23695
45039,45040
15478,11490
39317,35338
8657,36925
8657,23674
27117,12949
27117,13673
27117,5862
27117,5862
27117,43110
27117,27330
37025,50186
51431,36989
32943,5755
34269,12949
34269,12949
45232,17723
4213,17723
23142,17723
27185,50757
26167,43793
25846,26687
20647,26220
31203,9403
3587,26486
25166,48345
31272,24637
31272,48345
31272,33558
31272,48345
31272,10775
46378,48345
35829,48345
16990,6834
16990,1285
16990,33390
16990,16694
16990,16694
9860,19868
16452,36372
16452,52710
9860,48345
50812,50156
22038,23792
611,36923
17714,18534
51893,12949
22859,48345
48906,5891
20216,7908
47756,3603
52821,13092
5847,28393
9843,31948
3747,10775
46988,715
50396,8565
30558,22956
50033,13092
24334,22129
41969,7064
13885,8565
15659,8565
4904,8565
50051,33467
25109,12203
21565,27814
34404,48345
2614,776
20017,27117
46834,27117
49651,5046
51907,36923
17485,39281
81,7584
42995,26059
11208,44940
7927,29433
29917,32648
7074,14581
41712,9403
14644,19303
31323,14581
45305,35338
29983,22129
14929,35338
3234,35338
19574,24354
6789,42479
33676,35338
21046,35338
16035,4521
21503,7778
1807,35338
37100,35338
24306,12949
52389,35338
7556,35338
19306,35338
44156,35338
10434,35338
14043,35338
48341,44940
47434,35338
7556,35338
39284,35338
18440,36923
13392,27708
10869,32505
4079,38157
36499,36923
45392,28317
35981,9403
10815,35338
3969,36484
7946,36923
17510,36923
15883,4521
28201,37265
19627,9893
16370,30879
22825,35338
37369,36569
37130,36923
44030,51947
5770,48345
19838,24028
34392,25636
49664,3030
14744,40677
41867,23407
26678,12949
36183,12949
11313,12949
26461,12949
30816,12949
47387,40677
28033,12949
47686,6552
37583,37584
37583,37584
37583,37584
49888,35338
26817,30638
24930,29841
1908,24521
26865,25191
16019,35028
15329,3030
36151,3030
31167,3030
10916,3030
39695,3030
40763,25210
35185,36923
47641,35338
1637,26486
38923,20223
35821,48345
41911,35338
11143,35338
30293,35338
6961,32526
34102,51947
40603,24921
13808,48345
39752,48345
28057,48345
754,48345
52732,29377
51618,48345
37657,35755
21251,35755
50969,48345
13981,36923
14779,36923
22678,42770
22501,36923
681,12949
28857,21855
22158,33581
8046,32943
21598,22129
3071,10109
45671,22129
41332,19303
23854,22129
24478,33425
22747,22129
32827,36923
14901,22129
39486,32587
7417,947
6030,36923
40385,9980
25573,22129
26319,22129
17071,35063
48266,36923
44581,51947
36949,46316
20001,51947
36775,31966
23607,36923
47715,5492
15172,46615
39452,41295
4018,46316
44876,48345
46837,31170
46837,31170
46837,3030
25716,7932
8673,48345
13892,48345
49918,17309
38477,4013
16641,8565
46901,53423
43343,22129
6788,22129
1331,4332
50205,22129
27923,44790
34153,48345
47363,34484
38095,40234
47363,420
19043,2128
47363,39265
38095,37282
38095,22932
38095,8310
19043,29609
49337,12949
21152,52800
49337,12949
21152,48345
47363,6158
19043,26887
19043,47999
47363,48345
19043,48648
41016,35338
50895,35338
9841,35338
3426,35338
7314,35338
26367,35338
3648,33572
42101,35338
35786,22427
28272,46841
11801,49995
36599,16913
52314,36923
30314,35338
12420,35338
50419,46316
27309,35338
27309,35338
48216,11490
48216,14581
4226,25210
24047,22129
21152,37482
38095,46127
19043,45526
21152,26869
47363,23460
21152,33644
21152,8878
19043,34258
47363,51559
47363,41947
47363,27607
19043,35321
15724,36923
13448,12538
21236,26486
34304,428
2381,36923
34304,428
53369,24077
2381,36923
23969,48345
34406,29758
6441,12949
32797,35338
31307,26486
23117,36923
29924,12685
32055,42770
31948,11008
31948,10266
32055,3030
32055,26805
17288,3030
38196,17690
18254,26836
871,49202
6857,20635
42767,43110
38196,48345
18254,3030
871,48345
42767,3030
6857,48345
18254,24921
6857,29016
871,1693
42767,48345
38196,34103
18254,11490
38196,12949
42767,12254
41575,9673
38196,3030
6857,28220
18254,17619
871,22429
42767,29112
38196,24921
18254,49474
6857,19437
42767,31560
871,2015
38196,38002
18254,48345
42767,51089
6857,25008
18254,10775
42767,28092
871,28788
38196,14758
6857,33621
18254,40164
42767,15473
38196,35091
18254,11490
871,28219
18254,7114
18254,11490
18863,4521
38550,12640
16452,21492
36391,34116
15446,31948
7811,31948
24973,28185
35626,22129
3920,31948
24187,14581
15177,46316
18741,49402
45847,52489
5116,23811
20965,33796
27853,33084
24154,44940
28304,8660
48596,35338
48104,35338
44156,35338
41243,35338
15975,12823
12951,9403
27503,35338
37369,36569
27675,37001
22600,23749
47363,39655
38095,43110
25173,12949
47363,30350
47363,4014
19043,27464
21152,33377
21152,17855
21152,19258
41414,30937
19043,48012
19043,45841
21560,22129
17961,25958
21991,48345
37270,21250
47285,35338
868,35063
2782,48345
2788,36923
36115,48345
15549,40791
30605,9356
51076,36923
29161,21216
43052,26805
24028,35539
30966,22129
35375,46316
17641,10570
30416,36923
17429,22129
573,36923
3242,22129
10688,19613
18938,48345
5946,22129
26800,22129
45913,36923
29579,1977
29579,20230
44995,12641
2265,48393
47938,48345
19900,35800
5554,16822
50056,36923
4368,4369
4368,4369
6854,48345
1840,34965
34276,3767
34276,29323
50885,48345
53284,11998
35591,10638
10471,47520
7726,25733
41575,35338
29476,48345
25056,9403
44293,48345
27888,41586
7755,26805
32505,35690
53407,25636
25476,18741
31272,49474
31272,48345
31272,27709
47232,46316
26367,35338
754,41084
49664,3030
28057,53416
49664,3030
867,52167
49333,45000
10300,35338
3446,13587
32628,35338
44156,35338
46515,19538
24318,13092
45578,36923
11905,36923
38438,29815
17510,36923
35860,29433
21152,26805
19043,6979
19043,35664
38095,25794
21152,31780
52780,44543
7418,13092
34275,9403
23772,13092
30293,35338
24325,48345
14969,46615
9977,12949
29711,37879
35022,50475
10615,12949
36856,51925
31756,22129
29348,48345
46837,25214
34023,3641
41635,22129
39386,22129
35605,27694
921,36923
22125,36923
24934,48345
23235,36923
12352,35338
12338,50965
12338,2759
22017,24398
22017,24398
34295,15704
19953,48345
20061,48345
13787,48345
27727,48345
4863,48345
25846,35063
27878,36623
34392,36923
13303,36923
8657,7459
46968,12640
36449,26486
49699,3471
9573,18220
15484,27393
36207,35300
50812,47493
13617,17249
1934,36993
48906,5891
51569,51947
48508,25990
10688,19613
1181,25990
24632,12949
43613,13092
18120,12949
25355,17325
49359,17325
22754,4215
21361,41778
15473,3689
43793,3689
14158,7402
52891,10259
33640,16708
19137,19138
17622,35338
42472,12640
6789,36206
6215,35338
648,35338
36866,35338
44156,35338
18887,13092
38173,4898
49285,52574
37227,40781
11927,45480
3406,36923
14087,20578
45052,37879
2643,46110
11794,48345
22162,36923
20106,43110
41598,36263
19603,8608
1965,36923
25206,14581
20032,28854
33881,36923
20781,46316
45715,46316
48010,35338
19306,35338
49726,22129
34414,27421
51678,6449
46837,41347
21666,12949
30148,22129
17071,51542
17532,22129
45674,35063
49401,5891
25573,22129
49654,36923
47371,22129
50278,48345
256,45909
52644,22129
10948,30007
6530,27434
38893,51947
50804,35338
36325,35338
26817,30638
40506,35338
19890,46316
34103,9403
46283,48345
22143,31572
40889,12949
14257,48345
10951,35338
16737,35338
7667,35338
1195,35338
43337,35338
13317,23796
30861,4176
53176,35338
37081,35338
30314,35338
14603,35338
27744,35338
21152,26805
25173,12949
38095,700
21152,41947
25173,12949
38095,12094
47363,8067
47363,49048
25173,12949
47363,51807
38095,42085
47363,26869
28340,34442
20921,35338
21569,35338
15316,20946
40889,27234
33604,36923
45942,20946
16217,43110
2219,35338
2656,35338
5563,50586
29737,35338
51485,6339
44310,35338
46338,17690
1038,20946
8447,36923
20379,25372
41901,11157
8761,9403
27245,6265
11180,48345
11468,49903
833,51947
1665,1735
6516,30052
47328,29791
2178,51947
3990,17574
34245,12949
36652,1542
30947,2440
26078,28859
34460,36993
47198,50832
509,14581
36720,33487
36720,33487
14513,23811
15348,22129
25432,43313
9850,36923
11324,20720
16969,28209
