36445,13720
7047,313
42169,19390
22972,26776
36445,3831
15097,8447
7047,3831
22972,13943
42169,3831
15097,3831
36445,7891
7047,41697
22972,3831
42169,4686
15097,29810
36445,3831
7047,3831
22972,11105
15097,11426
36445,35085
42169,3831
7047,34371
22972,37919
42169,50672
15097,3831
36445,34447
7047,2539
15097,38008
22972,21200
42169,20688
36445,41086
7047,36690
15097,38438
22972,55198
36445,29272
42169,12623
7047,2441
15097,53546
47356,17750
48565,10127
38903,25101
43948,39271
5977,23771
53267,41992
43137,25177
40502,26776
2624,51682
18166,51941
36608,27040
49703,3486
35391,46383
225,3831
11168,51081
1989,33397
1989,33397
48744,42542
38527,3831
4602,51941
40541,48541
28496,39716
8968,23020
51545,15000
51332,1881
2560,44806
49412,54506
43430,33796
43430,13457
1092,12825
22354,9213
20690,3831
26969,24542
22698,30191
33445,41992
8586,5999
40332,4955
10540,26095
30594,50154
19202,52136
50178,12458
24896,3831
25781,20215
46895,3831
33396,45938
29095,18903
9571,33632
36407,18903
9456,23243
33678,3831
33678,26776
4476,49953
9448,30606
14747,20251
48940,48
18465,53004
20604,20251
38502,20251
42525,46192
16536,20251
52244,54506
55151,54506
23054,54506
32048,54506
39966,54506
45002,33600
18351,51941
49665,21618
5448,23587
52385,50504
19998,51941
35871,26776
44918,2119
5961,2119
19722,2119
26137,2119
15697,2119
48633,2119
18603,11729
18603,22468
49254,3373
24047,53986
27723,2450
39197,20215
30440,33552
49970,33632
46833,33632
24678,33632
13999,23020
8927,23020
5102,51941
51393,23020
38763,48392
26426,23372
48382,20215
5800,34365
18427,23020
45644,44201
46209,17797
15190,44337
8925,15358
53226,11474
44887,51941
10087,6264
46092,8032
34545,26654
1961,3831
15263,3831
30905,3831
18101,13478
30507,3831
36427,3831
45972,30056
46995,3831
13387,54506
11758,26981
14333,54506
48492,33632
28673,48
30109,8020
52365,23020
54875,8020
48727,23020
4144,23020
23750,23020
40419,7645
45891,46636
49617,3831
29290,54506
1128,27805
50871,24211
42784,53546
47001,3831
31354,51941
39560,3831
10264,3831
43914,3831
19244,3831
6666,11959
45403,2839
3652,3831
49553,33632
5856,3831
1587,10224
1587,10224
192,35998
38321,33661
36561,3831
14739,43254
17108,34974
51694,35469
20035,12676
25167,46481
22549,17780
22549,17157
22549,2160
22549,20639
39585,32069
39585,32069
39585,32069
39585,32069
6800,27042
36336,14886
26972,31856
24908,51941
2919,51941
31406,23020
10706,21954
53810,25741
21866,52910
35520,17541
51632,3831
9156,41992
9208,34446
26332,3831
9339,54395
22879,34125
23159,35692
6284,13653
22877,46236
23455,12038
42733,38272
48302,38003
23455,19412
23455,24426
49876,10571
32529,39025
50091,2110
20316,3831
8388,25020
3393,24393
8388,4611
8388,17006
3393,18588
25641,18829
25641,40784
50706,675
52333,43893
15981,54506
11705,23020
43887,14482
27553,13649
17619,24040
10731,50899
18730,26776
5950,29246
28182,3036
7248,20215
43498,34226
52388,38571
52388,38571
52388,38571
52388,38571
52388,38571
13839,18070
13839,18070
13839,18070
13839,18070
34673,26246
3824,38888
9615,13438
4388,51941
40568,19142
33961,54608
2565,29500
42470,51941
41879,16811
54322,30965
25552,54506
22232,1115
22232,29172
50113,26776
13234,41992
13234,41992
49592,3831
16864,3831
8338,3831
11659,4818
34882,34883
34882,34883
34882,54506
41288,28917
38665,20215
26598,2518
37465,21567
12179,46423
32880,19590
37346,54506
37346,28329
6537,51189
35684,44032
35684,37267
35684,13581
31162,52261
52257,52258
2839,29739
29238,5406
29433,3831
14232,26246
43535,34815
36165,3831
28550,3831
61,28329
33176,33632
42169,44866
36445,5115
7047,17186
36445,54281
22972,24844
15097,26776
42169,31518
15097,38438
22972,32688
7047,24546
36445,40734
15097,53593
42169,45292
15097,38438
7047,20438
22972,10774
8553,36567
40155,24608
980,6657
16436,33765
39190,26776
32628,33632
14251,17211
14233,51941
40459,8020
43430,2431
19249,12120
22946,26776
30191,3831
5618,5122
50113,26776
34268,2903
32909,33632
917,51941
38501,54506
12452,54506
25530,54506
35632,29077
3607,2618
39180,51941
28545,1658
133,5907
33678,25699
33187,23020
44211,20215
45048,20251
22054,54506
25457,54506
24138,54506
12195,3831
23880,41514
50516,8020
21115,40446
14596,51189
49243,51941
40164,51941
52205,54356
26065,22610
41634,34815
30691,34815
21675,41954
17725,43893
52409,31450
17805,7329
17805,7329
1926,16303
532,3649
10215,36741
22047,11290
52409,43029
27665,54506
26059,8020
26875,25570
49180,48755
27864,16726
33396,33282
28550,3831
4796,37713
54947,53546
47044,3831
45209,26776
33978,37852
36445,20314
7047,43160
15097,31113
42169,6951
36445,20729
22972,54825
42169,25255
15097,6934
36445,39255
15097,28050
7047,4777
42169,36570
22972,28358
46916,3770
48565,20871
48565,33876
9195,54506
38903,13013
23015,34815
22470,32556
37720,26776
4114,23816
18379,50549
31744,31028
31028,38932
39618,54506
28447,54506
9236,54506
12506,5907
26663,22872
22297,37996
17068,51941
7403,23020
4114,3831
4114,3831
4114,3831
25720,24715
2824,43893
33630,19638
48298,54506
32241,23587
23,17932
36186,1762
46717,17744
37193,27939
21495,51941
39190,3831
13361,3831
13119,3831
40574,53004
12665,51941
53635,15496
46451,43032
39438,13653
28392,38936
47458,4330
32549,5406
41439,4082
46128,2332
33647,54506
43430,19468
43430,32147
43430,11239
43430,22395
43430,17487
43430,3024
43430,22121
43430,38709
43430,42238
26017,53886
22671,3831
2550,2551
20533,42861
47159,54506
23303,8021
38790,41992
38790,13660
38790,13660
38790,54229
38790,28381
38790,26776
38790,36771
43673,54506
2644,15971
43430,7207
22698,47484
42880,3831
45195,37996
21389,37996
47159,54506
10540,13052
36316,23587
33527,34553
32491,54506
23455,1173
31458,3831
45199,51941
5357,29939
33179,3831
54963,54506
42780,3831
16077,5674
35584,54506
47171,19352
48444,43829
36077,23020
52055,42763
19890,54506
53803,20215
19854,1881
4572,51941
33163,34600
15355,13004
6206,51941
40015,40016
32521,54506
3066,20251
44242,1856
20611,10698
34908,37996
42513,33632
22999,13478
49549,531
18492,23587
52227,11460
40738,1416
8632,3831
44285,23020
47029,8408
31656,23020
49635,42750
32935,54506
1293,54506
25457,54506
46928,54506
39850,3831
50064,20251
35313,20251
10531,15087
35427,20251
32777,20251
44949,23020
30764,8020
12031,689
49793,20251
907,23721
8933,33632
52088,3831
35062,22603
48351,53004
41772,3831
1255,16796
2226,5907
50676,3831
2334,2335
1556,21720
7872,44641
13761,13653
17366,48541
54341,51074
35736,16605
5616,919
5893,54506
50113,53546
41721,42258
14068,51941
22878,3831
13781,45485
1005,53004
34185,640
12052,13212
43498,34226
6064,21989
18439,33632
32715,23020
12843,20166
12157,51941
25425,3831
3132,23020
22837,19892
41298,8381
32704,3713
22867,51941
16214,53546
30915,27776
45724,18312
8081,49481
20471,33632
28695,10383
51262,51941
40602,3843
24426,38438
42233,18014
43268,43269
3481,37996
2334,2335
35510,20251
24393,3354
5448,12168
16394,51941
32238,23020
13394,5907
40162,3831
15668,54506
15668,54506
50215,3831
3890,23020
25657,17580
26934,4321
13880,35215
29789,11236
29789,39819
24346,29663
24346,23980
24346,17684
46211,6176
46211,14394
46211,28026
54092,9800
54092,36437
26411,32359
26411,26776
26411,26776
26411,26776
26411,26776
26411,26776
26411,26776
40356,7418
13948,8020
24385,47106
46608,12120
46608,3492
40356,10849
40356,17143
17305,20215
12704,26776
54162,44538
10164,54506
36358,51941
5487,8020
30541,28525
43715,23020
25452,49695
38909,51370
33350,49167
48441,29703
24219,42730
14044,3177
17843,23020
46870,23020
4775,23020
22453,14633
11127,11255
15371,20215
11692,51941
21657,17860
9142,20009
45889,26776
36843,23020
26754,19670
34095,23020
6493,23020
10203,7161
54062,17482
41968,41485
17459,3831
17459,18008
45343,3831
28562,44036
38726,25359
13649,3831
11027,3831
8025,52016
43577,27465
43577,15629
